it, train, val, acc 
115165, 0.100005, 0.082814, 0.101562 
115196, 0.098863, 0.077500, 0.078125 
115227, 0.096535, 0.084205, 0.117188 
115258, 0.091444, 0.082020, 0.140625 
115289, 0.085353, 0.090079, 0.132812 
115320, 0.090990, 0.084536, 0.109375 
115351, 0.078952, 0.082112, 0.117188 
115382, 0.089538, 0.087024, 0.132812 
115413, 0.085695, 0.088730, 0.125000 
115444, 0.094368, 0.085338, 0.156250 
115475, 0.085404, 0.070924, 0.148438 
115506, 0.097927, 0.086421, 0.085938 
115537, 0.100358, 0.081635, 0.093750 
115568, 0.103812, 0.070936, 0.093750 
115599, 0.112462, 0.079682, 0.093750 
115630, 0.088162, 0.076073, 0.125000 
115661, 0.088862, 0.078941, 0.109375 
115692, 0.090127, 0.084432, 0.140625 
115723, 0.099760, 0.089380, 0.132812 
115754, 0.101737, 0.078397, 0.093750 
115785, 0.090995, 0.083029, 0.125000 
115816, 0.091309, 0.073434, 0.109375 
115847, 0.089433, 0.077664, 0.148438 
115878, 0.095301, 0.072879, 0.101562 
115909, 0.093896, 0.085382, 0.117188 
115940, 0.100951, 0.093772, 0.093750 
115971, 0.098296, 0.075703, 0.171875 
116002, 0.091096, 0.097114, 0.132812 
116033, 0.097826, 0.084278, 0.156250 
116064, 0.081891, 0.086748, 0.117188 
116095, 0.083298, 0.074879, 0.140625 
116126, 0.118848, 0.079360, 0.101562 
116157, 0.098156, 0.085903, 0.093750 
116188, 0.085702, 0.080785, 0.085938 
116219, 0.094702, 0.091281, 0.164062 
116250, 0.080545, 0.086860, 0.093750 
116281, 0.099597, 0.087426, 0.132812 
116312, 0.091684, 0.077192, 0.085938 
116343, 0.081293, 0.084408, 0.109375 
116374, 0.101186, 0.084548, 0.078125 
116405, 0.101340, 0.072750, 0.078125 
116436, 0.093621, 0.082908, 0.148438 
116467, 0.104645, 0.088373, 0.101562 
116498, 0.092343, 0.082638, 0.101562 
116529, 0.094601, 0.089797, 0.085938 
116560, 0.094424, 0.078583, 0.093750 
116591, 0.098061, 0.080002, 0.132812 
116622, 0.094674, 0.076308, 0.187500 
116653, 0.100146, 0.074906, 0.125000 
116684, 0.092423, 0.084808, 0.125000 
116715, 0.092876, 0.083345, 0.132812 
116746, 0.088675, 0.087369, 0.125000 
116777, 0.089520, 0.083108, 0.046875 
116808, 0.100317, 0.086098, 0.125000 
116839, 0.089157, 0.091817, 0.125000 
116870, 0.095107, 0.086075, 0.140625 
116901, 0.095181, 0.068033, 0.125000 
116932, 0.084105, 0.070673, 0.117188 
116963, 0.098022, 0.081937, 0.125000 
116994, 0.083650, 0.076751, 0.085938 
117025, 0.093018, 0.077261, 0.093750 
117056, 0.079652, 0.081272, 0.148438 
117087, 0.094576, 0.082868, 0.070312 
117118, 0.102650, 0.076459, 0.117188 
117149, 0.089696, 0.080635, 0.164062 
117180, 0.087286, 0.076666, 0.140625 
117211, 0.092141, 0.082582, 0.093750 
117242, 0.099273, 0.083387, 0.101562 
117273, 0.099482, 0.083982, 0.140625 
117304, 0.093150, 0.087070, 0.125000 
117335, 0.104153, 0.084994, 0.109375 
117366, 0.097511, 0.086883, 0.101562 
117397, 0.104500, 0.085835, 0.132812 
117428, 0.089209, 0.066574, 0.148438 
117459, 0.108536, 0.089102, 0.117188 
117490, 0.093087, 0.079685, 0.140625 
117521, 0.081557, 0.079639, 0.109375 
117552, 0.083524, 0.078662, 0.140625 
117583, 0.091499, 0.073122, 0.117188 
117614, 0.087692, 0.074369, 0.148438 
117645, 0.100500, 0.088895, 0.117188 
117676, 0.084990, 0.082178, 0.148438 
117707, 0.092304, 0.083977, 0.085938 
117738, 0.091249, 0.095645, 0.132812 
117769, 0.096953, 0.092656, 0.132812 
117800, 0.087580, 0.083237, 0.101562 
117831, 0.084503, 0.067600, 0.109375 
117862, 0.085994, 0.074019, 0.093750 
117893, 0.093930, 0.080724, 0.117188 
117924, 0.082607, 0.088027, 0.132812 
117955, 0.089881, 0.089167, 0.148438 
117986, 0.098102, 0.084633, 0.101562 
118017, 0.088618, 0.071618, 0.125000 
118048, 0.091535, 0.083018, 0.125000 
118079, 0.093844, 0.086797, 0.156250 
118110, 0.088204, 0.080066, 0.062500 
118141, 0.083729, 0.082748, 0.109375 
118172, 0.089016, 0.085367, 0.140625 
118203, 0.094262, 0.068414, 0.179688 
118234, 0.091290, 0.083697, 0.085938 
118265, 0.107241, 0.087890, 0.132812 
118296, 0.101926, 0.074057, 0.125000 
118327, 0.095056, 0.085163, 0.070312 
118358, 0.097595, 0.073921, 0.101562 
118389, 0.092144, 0.081136, 0.085938 
118420, 0.096209, 0.086387, 0.132812 
118451, 0.088245, 0.084721, 0.085938 
118482, 0.094988, 0.090763, 0.125000 
118513, 0.094453, 0.087366, 0.171875 
118544, 0.094209, 0.072987, 0.132812 
118575, 0.091590, 0.075853, 0.132812 
118606, 0.090479, 0.087914, 0.117188 
118637, 0.086812, 0.090014, 0.171875 
118668, 0.087062, 0.079269, 0.125000 
118699, 0.103607, 0.094256, 0.164062 
118730, 0.083129, 0.088897, 0.093750 
118761, 0.099180, 0.074245, 0.101562 
118792, 0.083380, 0.083365, 0.148438 
118823, 0.095193, 0.075113, 0.125000 
118854, 0.093852, 0.082684, 0.054688 
118885, 0.089847, 0.085562, 0.148438 
118916, 0.102690, 0.083779, 0.109375 
118947, 0.096247, 0.086910, 0.179688 
118978, 0.098024, 0.081287, 0.093750 
119009, 0.087921, 0.070381, 0.148438 
119040, 0.094121, 0.080088, 0.117188 
119071, 0.098981, 0.078473, 0.140625 
119102, 0.091825, 0.081385, 0.210938 
119133, 0.092376, 0.075260, 0.125000 
119164, 0.092232, 0.077808, 0.148438 
119195, 0.094482, 0.093638, 0.132812 
119226, 0.084330, 0.076506, 0.164062 
119257, 0.094727, 0.081118, 0.148438 
119288, 0.100877, 0.078201, 0.117188 
119319, 0.095365, 0.083920, 0.148438 
119350, 0.086858, 0.081456, 0.140625 
119381, 0.087753, 0.080717, 0.148438 
119412, 0.092200, 0.090509, 0.156250 
119443, 0.086317, 0.080236, 0.148438 
119474, 0.084476, 0.077542, 0.156250 
119505, 0.093386, 0.077438, 0.132812 
119536, 0.096863, 0.085454, 0.140625 
119567, 0.097738, 0.094558, 0.117188 
119598, 0.094859, 0.077869, 0.148438 
119629, 0.093630, 0.080415, 0.117188 
119660, 0.095281, 0.083124, 0.093750 
119691, 0.092823, 0.082582, 0.164062 
119722, 0.092718, 0.080091, 0.148438 
119753, 0.091926, 0.085559, 0.085938 
119784, 0.109480, 0.075926, 0.062500 
119815, 0.086106, 0.083423, 0.140625 
119846, 0.085587, 0.100889, 0.187500 
119877, 0.089602, 0.084167, 0.109375 
119908, 0.096441, 0.089699, 0.101562 
119939, 0.121358, 0.088513, 0.085938 
119970, 0.092729, 0.077780, 0.132812 
120001, 0.111971, 0.078509, 0.132812 
120032, 0.097533, 0.077218, 0.085938 
120063, 0.092422, 0.078526, 0.101562 
120094, 0.092618, 0.086127, 0.085938 
120125, 0.079798, 0.085142, 0.132812 
120156, 0.093159, 0.077511, 0.093750 
120187, 0.090523, 0.088690, 0.132812 
120218, 0.088899, 0.087341, 0.125000 
120249, 0.081313, 0.086331, 0.101562 
120280, 0.091598, 0.083940, 0.109375 
120311, 0.091922, 0.073567, 0.109375 
120342, 0.092314, 0.079385, 0.078125 
120373, 0.103527, 0.079523, 0.148438 
120404, 0.084346, 0.076304, 0.078125 
120435, 0.092702, 0.085038, 0.078125 
120466, 0.086135, 0.081117, 0.078125 
120497, 0.088725, 0.088964, 0.085938 
120528, 0.087424, 0.081136, 0.078125 
120559, 0.091245, 0.074650, 0.109375 
120590, 0.090249, 0.090842, 0.093750 
120621, 0.092269, 0.081757, 0.093750 
120652, 0.087487, 0.080003, 0.132812 
120683, 0.090196, 0.088410, 0.148438 
120714, 0.094016, 0.077688, 0.101562 
120745, 0.093748, 0.082897, 0.125000 
120776, 0.093585, 0.087612, 0.132812 
120807, 0.101669, 0.079930, 0.125000 
120838, 0.099654, 0.099937, 0.109375 
120869, 0.090682, 0.084642, 0.070312 
120900, 0.102671, 0.084797, 0.109375 
120931, 0.084240, 0.086151, 0.117188 
120962, 0.099623, 0.092520, 0.062500 
120993, 0.089667, 0.079223, 0.085938 
121024, 0.087178, 0.088212, 0.117188 
121055, 0.082232, 0.083917, 0.117188 
121086, 0.090402, 0.078391, 0.156250 
121117, 0.095855, 0.084713, 0.140625 
121148, 0.087934, 0.083563, 0.117188 
121179, 0.084230, 0.082609, 0.156250 
121210, 0.091507, 0.081039, 0.101562 
121241, 0.098102, 0.082895, 0.148438 
121272, 0.085806, 0.083169, 0.093750 
121303, 0.100637, 0.080298, 0.093750 
121334, 0.099275, 0.087317, 0.164062 
121365, 0.082960, 0.082014, 0.062500 
121396, 0.090232, 0.075328, 0.093750 
121427, 0.097235, 0.083003, 0.125000 
121458, 0.106244, 0.096387, 0.156250 
121489, 0.081196, 0.082018, 0.132812 
121520, 0.088058, 0.077431, 0.132812 
121551, 0.088375, 0.076622, 0.156250 
121582, 0.093984, 0.079597, 0.171875 
121613, 0.092119, 0.075453, 0.171875 
121644, 0.100952, 0.088319, 0.125000 
121675, 0.086868, 0.088967, 0.132812 
121706, 0.082783, 0.073187, 0.164062 
121737, 0.097290, 0.087036, 0.132812 
121768, 0.087116, 0.088531, 0.101562 
121799, 0.093418, 0.080569, 0.125000 
121830, 0.083554, 0.084030, 0.109375 
121861, 0.095236, 0.071694, 0.109375 
121892, 0.081100, 0.077924, 0.101562 
121923, 0.096739, 0.094375, 0.070312 
121954, 0.098541, 0.076384, 0.148438 
121985, 0.091805, 0.078881, 0.070312 
122016, 0.092761, 0.083000, 0.125000 
122047, 0.091497, 0.082722, 0.140625 
122078, 0.097710, 0.083810, 0.125000 
122109, 0.089688, 0.087231, 0.070312 
122140, 0.096768, 0.072083, 0.101562 
122171, 0.096808, 0.086524, 0.109375 
122202, 0.076212, 0.076758, 0.148438 
122233, 0.096723, 0.077257, 0.132812 
122264, 0.096002, 0.084423, 0.117188 
122295, 0.092765, 0.080683, 0.101562 
122326, 0.091597, 0.086516, 0.109375 
122357, 0.091429, 0.083153, 0.109375 
122388, 0.089753, 0.077228, 0.093750 
122419, 0.090566, 0.079193, 0.171875 
122450, 0.098368, 0.070108, 0.140625 
122481, 0.082925, 0.087300, 0.078125 
122512, 0.083723, 0.078504, 0.109375 
122543, 0.092392, 0.075505, 0.062500 
122574, 0.086053, 0.088141, 0.101562 
122605, 0.086538, 0.085857, 0.093750 
122636, 0.087843, 0.088289, 0.125000 
122667, 0.091184, 0.082566, 0.109375 
122698, 0.082176, 0.074246, 0.171875 
122729, 0.094956, 0.085218, 0.132812 
122760, 0.088096, 0.072249, 0.187500 
122791, 0.091491, 0.082180, 0.132812 
122822, 0.094509, 0.076534, 0.109375 
122853, 0.086042, 0.083426, 0.117188 
122884, 0.084088, 0.088755, 0.101562 
122915, 0.088842, 0.080003, 0.125000 
122946, 0.077202, 0.081529, 0.117188 
122977, 0.089619, 0.080837, 0.109375 
123008, 0.091062, 0.085135, 0.093750 
123039, 0.092593, 0.078770, 0.148438 
123070, 0.093476, 0.080827, 0.101562 
123101, 0.092769, 0.084088, 0.125000 
123132, 0.094650, 0.079231, 0.109375 
123163, 0.086416, 0.084312, 0.125000 
123194, 0.089462, 0.082086, 0.125000 
123225, 0.087688, 0.078907, 0.101562 
123256, 0.090007, 0.085226, 0.148438 
123287, 0.106710, 0.075258, 0.117188 
123318, 0.090340, 0.083514, 0.117188 
123349, 0.084889, 0.085419, 0.101562 
123380, 0.092237, 0.081348, 0.093750 
123411, 0.088453, 0.080992, 0.179688 
123442, 0.095627, 0.080231, 0.156250 
123473, 0.086538, 0.069101, 0.171875 
123504, 0.078306, 0.087427, 0.039062 
123535, 0.085430, 0.073199, 0.195312 
123566, 0.096702, 0.075048, 0.156250 
123597, 0.094180, 0.075783, 0.140625 
123628, 0.090033, 0.084853, 0.117188 
123659, 0.094428, 0.081407, 0.085938 
123690, 0.087776, 0.079483, 0.109375 
123721, 0.085313, 0.077872, 0.101562 
123752, 0.091310, 0.073139, 0.109375 
123783, 0.077678, 0.083045, 0.132812 
123814, 0.093356, 0.074570, 0.132812 
123845, 0.089542, 0.079380, 0.132812 
123876, 0.085904, 0.071132, 0.085938 
123907, 0.087064, 0.089127, 0.093750 
123938, 0.082005, 0.070342, 0.140625 
123969, 0.083680, 0.081731, 0.085938 
124000, 0.085461, 0.066571, 0.117188 
124031, 0.087579, 0.078469, 0.132812 
124062, 0.080375, 0.079292, 0.140625 
124093, 0.077754, 0.079322, 0.085938 
124124, 0.096312, 0.078272, 0.085938 
124155, 0.103242, 0.084570, 0.148438 
124186, 0.083666, 0.081098, 0.132812 
124217, 0.083873, 0.092662, 0.093750 
124248, 0.088603, 0.093196, 0.062500 
124279, 0.091315, 0.084634, 0.132812 
124310, 0.087184, 0.082690, 0.093750 
124341, 0.094080, 0.087432, 0.148438 
124372, 0.084390, 0.080029, 0.132812 
124403, 0.098206, 0.074141, 0.125000 
124434, 0.090679, 0.078309, 0.109375 
124465, 0.102080, 0.071395, 0.148438 
124496, 0.085614, 0.091400, 0.132812 
124527, 0.083895, 0.077010, 0.148438 
124558, 0.071948, 0.070603, 0.132812 
124589, 0.092353, 0.076092, 0.109375 
124620, 0.084286, 0.078859, 0.085938 
124651, 0.095539, 0.094376, 0.140625 
124682, 0.093642, 0.094856, 0.078125 
124713, 0.092637, 0.077493, 0.164062 
124744, 0.080553, 0.072644, 0.093750 
124775, 0.091737, 0.071059, 0.117188 
124806, 0.095533, 0.078684, 0.125000 
124837, 0.082718, 0.075745, 0.179688 
124868, 0.088822, 0.086626, 0.140625 
124899, 0.092973, 0.076104, 0.148438 
124930, 0.092674, 0.074050, 0.070312 
124961, 0.091091, 0.091202, 0.117188 
124992, 0.101725, 0.083055, 0.117188 
125023, 0.075035, 0.077996, 0.148438 
125054, 0.090966, 0.084819, 0.117188 
125085, 0.098813, 0.081071, 0.085938 
125116, 0.078831, 0.082716, 0.117188 
125147, 0.098968, 0.070492, 0.054688 
125178, 0.092703, 0.080324, 0.148438 
125209, 0.089487, 0.091302, 0.125000 
125240, 0.084846, 0.075032, 0.132812 
125271, 0.089402, 0.082110, 0.085938 
125302, 0.102971, 0.074872, 0.140625 
125333, 0.089295, 0.078295, 0.125000 
125364, 0.090496, 0.082368, 0.109375 
125395, 0.086957, 0.086655, 0.132812 
125426, 0.094496, 0.073465, 0.039062 
125457, 0.090435, 0.091758, 0.117188 
125488, 0.084007, 0.078357, 0.156250 
125519, 0.079269, 0.078619, 0.164062 
125550, 0.081233, 0.073597, 0.117188 
125581, 0.094797, 0.073830, 0.078125 
125612, 0.087442, 0.083841, 0.140625 
125643, 0.082142, 0.079976, 0.156250 
125674, 0.093624, 0.076426, 0.148438 
125705, 0.097441, 0.079613, 0.109375 
125736, 0.080572, 0.073154, 0.148438 
125767, 0.090373, 0.076761, 0.171875 
125798, 0.084544, 0.079554, 0.125000 
125829, 0.095822, 0.080915, 0.109375 
125860, 0.095413, 0.090208, 0.117188 
125891, 0.089787, 0.074661, 0.125000 
125922, 0.092280, 0.082583, 0.109375 
125953, 0.104297, 0.076696, 0.085938 
125984, 0.086915, 0.086585, 0.164062 
126015, 0.077797, 0.079298, 0.148438 
126046, 0.094437, 0.089036, 0.125000 
126077, 0.081600, 0.081440, 0.109375 
126108, 0.101637, 0.080738, 0.148438 
126139, 0.089423, 0.085353, 0.125000 
126170, 0.088287, 0.078309, 0.117188 
126201, 0.099931, 0.081031, 0.132812 
126232, 0.099304, 0.080021, 0.117188 
126263, 0.084347, 0.081455, 0.125000 
126294, 0.083704, 0.083668, 0.101562 
126325, 0.091829, 0.087314, 0.085938 
126356, 0.092200, 0.080834, 0.101562 
126387, 0.087323, 0.077781, 0.085938 
126418, 0.095485, 0.074071, 0.140625 
126449, 0.089611, 0.064492, 0.117188 
126480, 0.096555, 0.093246, 0.078125 
126511, 0.085832, 0.073862, 0.085938 
126542, 0.091325, 0.083423, 0.093750 
126573, 0.090014, 0.081374, 0.117188 
126604, 0.080927, 0.080673, 0.093750 
126635, 0.100196, 0.073923, 0.132812 
126666, 0.096709, 0.076748, 0.179688 
126697, 0.078317, 0.078201, 0.093750 
126728, 0.086710, 0.076680, 0.117188 
126759, 0.093518, 0.073396, 0.070312 
126790, 0.087490, 0.081961, 0.101562 
126821, 0.088911, 0.079782, 0.078125 
126852, 0.083640, 0.079026, 0.203125 
126883, 0.098285, 0.078189, 0.093750 
126914, 0.090720, 0.079683, 0.171875 
126945, 0.089241, 0.079937, 0.117188 
126976, 0.093498, 0.081784, 0.101562 
127007, 0.094469, 0.087222, 0.078125 
127038, 0.085105, 0.075236, 0.078125 
127069, 0.097283, 0.078652, 0.093750 
127100, 0.088060, 0.076104, 0.117188 
127131, 0.091153, 0.075837, 0.070312 
127162, 0.088931, 0.077197, 0.117188 
127193, 0.092272, 0.077557, 0.125000 
127224, 0.087927, 0.082820, 0.101562 
127255, 0.087483, 0.072709, 0.109375 
127286, 0.092152, 0.073110, 0.125000 
127317, 0.083735, 0.079083, 0.125000 
127348, 0.102520, 0.090297, 0.156250 
127379, 0.079170, 0.076708, 0.132812 
127410, 0.093237, 0.080266, 0.117188 
127441, 0.100784, 0.080060, 0.125000 
127472, 0.092092, 0.077419, 0.148438 
127503, 0.083555, 0.078434, 0.117188 
127534, 0.074190, 0.084066, 0.140625 
127565, 0.089927, 0.072434, 0.179688 
127596, 0.089180, 0.081453, 0.101562 
127627, 0.086226, 0.075380, 0.148438 
127658, 0.089135, 0.082066, 0.148438 
127689, 0.080587, 0.079293, 0.125000 
127720, 0.085578, 0.085167, 0.125000 
127751, 0.082252, 0.080896, 0.085938 
127782, 0.088610, 0.075817, 0.164062 
127813, 0.093219, 0.077864, 0.109375 
127844, 0.093154, 0.084478, 0.148438 
127875, 0.089141, 0.081622, 0.132812 
127906, 0.085547, 0.073630, 0.132812 
127937, 0.095094, 0.071810, 0.156250 
127968, 0.091572, 0.085176, 0.164062 
127999, 0.092504, 0.083141, 0.109375 
128030, 0.093614, 0.085988, 0.109375 
128061, 0.093627, 0.089144, 0.062500 
128092, 0.094192, 0.093211, 0.132812 
128123, 0.089535, 0.075024, 0.093750 
128154, 0.083877, 0.071504, 0.164062 
128185, 0.085870, 0.074711, 0.085938 
128216, 0.091299, 0.088899, 0.218750 
128247, 0.093589, 0.087111, 0.140625 
128278, 0.080814, 0.092551, 0.109375 
128309, 0.091991, 0.082316, 0.171875 
128340, 0.083223, 0.090571, 0.109375 
128371, 0.083183, 0.083291, 0.117188 
128402, 0.100488, 0.086108, 0.164062 
128433, 0.098491, 0.082264, 0.117188 
128464, 0.096355, 0.077304, 0.109375 
128495, 0.088090, 0.081654, 0.093750 
128526, 0.084729, 0.082975, 0.101562 
128557, 0.089750, 0.076838, 0.117188 
128588, 0.088277, 0.087257, 0.070312 
128619, 0.100457, 0.084359, 0.187500 
128650, 0.099051, 0.071693, 0.093750 
128681, 0.091842, 0.071845, 0.085938 
128712, 0.093415, 0.085134, 0.109375 
128743, 0.084375, 0.064996, 0.109375 
128774, 0.084303, 0.082494, 0.117188 
128805, 0.083991, 0.082932, 0.109375 
128836, 0.093306, 0.075473, 0.125000 
128867, 0.081793, 0.082079, 0.125000 
128898, 0.082226, 0.077050, 0.187500 
128929, 0.087104, 0.090809, 0.101562 
128960, 0.085515, 0.068225, 0.109375 
128991, 0.100632, 0.085165, 0.179688 
129022, 0.085303, 0.076049, 0.093750 
129053, 0.089251, 0.080509, 0.093750 
129084, 0.085553, 0.083100, 0.156250 
129115, 0.098685, 0.080560, 0.085938 
129146, 0.085787, 0.073250, 0.140625 
129177, 0.091064, 0.076683, 0.132812 
129208, 0.084703, 0.071391, 0.070312 
129239, 0.090976, 0.084664, 0.117188 
129270, 0.085198, 0.079806, 0.148438 
129301, 0.100742, 0.085342, 0.117188 
129332, 0.087463, 0.092085, 0.164062 
129363, 0.092551, 0.079109, 0.117188 
129394, 0.083084, 0.082464, 0.117188 
129425, 0.091533, 0.077463, 0.117188 
129456, 0.084271, 0.074226, 0.117188 
129487, 0.090515, 0.081812, 0.132812 
129518, 0.082741, 0.081886, 0.101562 
129549, 0.086843, 0.069427, 0.093750 
129580, 0.115403, 0.081550, 0.132812 
129611, 0.097897, 0.068861, 0.101562 
129642, 0.085988, 0.082842, 0.085938 
129673, 0.090677, 0.080174, 0.117188 
129704, 0.085822, 0.072979, 0.125000 
129735, 0.092731, 0.096424, 0.078125 
129766, 0.090780, 0.079030, 0.148438 
129797, 0.083521, 0.087995, 0.078125 
129828, 0.099682, 0.083246, 0.171875 
129859, 0.089667, 0.077043, 0.171875 
129890, 0.086146, 0.084925, 0.093750 
129921, 0.087508, 0.087012, 0.140625 
129952, 0.083637, 0.081282, 0.140625 
129983, 0.086085, 0.076546, 0.109375 
130014, 0.095668, 0.069332, 0.109375 
130045, 0.076675, 0.087198, 0.101562 
130076, 0.081568, 0.074455, 0.101562 
130107, 0.092925, 0.075322, 0.078125 
130138, 0.094374, 0.075067, 0.093750 
130169, 0.094225, 0.078074, 0.085938 
130200, 0.102501, 0.073715, 0.070312 
130231, 0.086018, 0.081877, 0.093750 
130262, 0.098865, 0.080472, 0.125000 
130293, 0.086288, 0.086090, 0.132812 
130324, 0.085891, 0.082804, 0.164062 
130355, 0.093209, 0.079292, 0.132812 
130386, 0.083159, 0.076823, 0.148438 
130417, 0.081455, 0.081074, 0.101562 
130448, 0.081056, 0.073710, 0.085938 
130479, 0.081676, 0.075403, 0.070312 
130510, 0.105571, 0.074094, 0.132812 
130541, 0.092959, 0.080208, 0.093750 
130572, 0.080605, 0.081177, 0.164062 
130603, 0.096831, 0.074651, 0.109375 
130634, 0.077816, 0.077128, 0.117188 
130665, 0.093431, 0.101449, 0.093750 
130696, 0.086667, 0.078769, 0.046875 
130727, 0.086417, 0.082536, 0.085938 
130758, 0.094790, 0.086987, 0.085938 
130789, 0.075711, 0.075203, 0.140625 
130820, 0.096856, 0.079311, 0.093750 
130851, 0.085390, 0.076471, 0.125000 
130882, 0.088521, 0.073156, 0.085938 
130913, 0.095480, 0.112938, 0.109375 
130944, 0.089117, 0.069450, 0.085938 
130975, 0.087631, 0.086309, 0.171875 
131006, 0.091307, 0.078073, 0.203125 
131037, 0.082326, 0.079851, 0.156250 
131068, 0.096514, 0.082009, 0.117188 
131099, 0.073605, 0.081029, 0.171875 
131130, 0.095898, 0.076850, 0.148438 
131161, 0.090131, 0.089555, 0.132812 
131192, 0.079203, 0.067459, 0.085938 
131223, 0.086237, 0.070754, 0.117188 
131254, 0.086426, 0.069401, 0.148438 
131285, 0.091656, 0.077969, 0.132812 
131316, 0.090139, 0.076940, 0.171875 
131347, 0.080510, 0.078817, 0.148438 
131378, 0.080975, 0.076241, 0.156250 
131409, 0.086920, 0.081966, 0.156250 
131440, 0.089950, 0.089564, 0.164062 
131471, 0.080004, 0.078152, 0.109375 
131502, 0.084510, 0.079545, 0.125000 
131533, 0.089736, 0.090456, 0.117188 
131564, 0.086024, 0.083387, 0.164062 
131595, 0.088597, 0.079904, 0.085938 
131626, 0.111057, 0.081659, 0.132812 
131657, 0.084401, 0.075715, 0.132812 
131688, 0.091047, 0.071882, 0.101562 
131719, 0.092622, 0.086057, 0.140625 
131750, 0.092647, 0.084421, 0.132812 
131781, 0.081391, 0.079747, 0.132812 
131812, 0.088968, 0.085811, 0.125000 
131843, 0.082162, 0.074767, 0.093750 
131874, 0.092745, 0.095468, 0.125000 
131905, 0.081391, 0.089336, 0.054688 
131936, 0.080094, 0.081225, 0.093750 
131967, 0.091900, 0.080778, 0.093750 
131998, 0.085142, 0.089145, 0.132812 
132029, 0.079743, 0.076536, 0.085938 
132060, 0.088642, 0.077242, 0.140625 
132091, 0.086497, 0.073095, 0.117188 
132122, 0.097455, 0.075924, 0.132812 
132153, 0.091566, 0.082355, 0.132812 
132184, 0.090555, 0.079976, 0.132812 
132215, 0.085037, 0.087954, 0.156250 
132246, 0.082427, 0.076048, 0.125000 
132277, 0.103388, 0.081796, 0.156250 
132308, 0.093066, 0.068501, 0.078125 
132339, 0.086923, 0.084381, 0.078125 
132370, 0.082252, 0.072080, 0.085938 
132401, 0.082342, 0.075501, 0.101562 
132432, 0.098279, 0.092276, 0.093750 
132463, 0.088048, 0.074055, 0.140625 
132494, 0.089174, 0.082502, 0.101562 
132525, 0.090381, 0.082577, 0.132812 
132556, 0.086498, 0.078330, 0.054688 
132587, 0.089581, 0.081151, 0.054688 
132618, 0.085844, 0.089326, 0.109375 
132649, 0.082596, 0.093367, 0.101562 
132680, 0.098607, 0.075639, 0.117188 
132711, 0.082446, 0.074690, 0.187500 
132742, 0.085770, 0.073389, 0.179688 
132773, 0.092041, 0.083843, 0.171875 
132804, 0.092453, 0.085467, 0.156250 
132835, 0.085600, 0.094066, 0.148438 
132866, 0.091304, 0.089783, 0.109375 
132897, 0.078926, 0.075391, 0.156250 
132928, 0.093951, 0.076181, 0.156250 
132959, 0.092470, 0.079119, 0.070312 
132990, 0.094937, 0.082335, 0.085938 
133021, 0.087116, 0.075782, 0.054688 
133052, 0.085415, 0.080099, 0.085938 
133083, 0.080819, 0.071470, 0.101562 
133114, 0.094211, 0.078296, 0.093750 
133145, 0.092141, 0.073848, 0.109375 
133176, 0.091629, 0.080391, 0.148438 
133207, 0.088527, 0.075836, 0.140625 
133238, 0.080016, 0.088224, 0.085938 
133269, 0.093236, 0.077842, 0.156250 
133300, 0.098557, 0.081062, 0.070312 
133331, 0.089811, 0.073877, 0.132812 
133362, 0.089428, 0.083304, 0.125000 
133393, 0.087578, 0.078608, 0.140625 
133424, 0.088168, 0.080085, 0.156250 
133455, 0.087710, 0.074876, 0.140625 
133486, 0.096126, 0.089653, 0.148438 
133517, 0.089985, 0.072987, 0.117188 
133548, 0.086716, 0.078857, 0.062500 
133579, 0.082402, 0.076540, 0.093750 
133610, 0.080093, 0.070866, 0.101562 
133641, 0.081218, 0.075798, 0.125000 
133672, 0.103766, 0.076799, 0.109375 
133703, 0.087348, 0.078419, 0.148438 
133734, 0.090743, 0.074234, 0.117188 
133765, 0.088724, 0.077720, 0.148438 
133796, 0.089731, 0.082337, 0.078125 
133827, 0.093968, 0.080034, 0.148438 
it, train, val, acc 
31, 6.471075, 6.382169, 0.000000 
62, 5.862149, 5.753716, 0.000000 
93, 5.163912, 5.045276, 0.000000 
124, 4.410200, 4.266206, 0.000000 
155, 3.624940, 3.467844, 0.898438 
186, 2.910036, 2.758231, 0.851562 
217, 2.310555, 2.117270, 0.929688 
248, 1.827736, 1.672294, 0.835938 
279, 1.458994, 1.317716, 0.914062 
310, 1.195637, 1.081036, 0.882812 
341, 1.019020, 0.906349, 0.851562 
372, 0.886178, 0.811998, 0.796875 
403, 0.802984, 0.723550, 0.828125 
434, 0.732100, 0.643309, 0.968750 
465, 0.695796, 0.615525, 0.867188 
496, 0.631644, 0.609358, 0.812500 
527, 0.602578, 0.542861, 0.875000 
558, 0.598139, 0.507868, 0.898438 
589, 0.582674, 0.510621, 0.875000 
620, 0.576576, 0.533164, 0.796875 
651, 0.564044, 0.481025, 0.875000 
682, 0.535492, 0.517302, 0.906250 
713, 0.570511, 0.505243, 0.875000 
744, 0.528526, 0.487370, 0.828125 
775, 0.535381, 0.458588, 0.882812 
806, 0.545811, 0.481428, 0.914062 
837, 0.501458, 0.477632, 0.890625 
868, 0.540050, 0.446681, 0.875000 
899, 0.512017, 0.458004, 0.835938 
930, 0.532473, 0.484194, 0.859375 
961, 0.496027, 0.474410, 0.859375 
992, 0.504360, 0.477741, 0.820312 
1023, 0.494682, 0.423489, 0.882812 
